@relation pose

@attribute name {question,vsign,arm,standing,beer,sushi}
@attribute bend1 real
@attribute bend2 real
@attribute bend3 real
@attribute bend4 real
@attribute bend5 real

@data
standing,9770,7299,10749,10777,10805
standing,9695,7222,10945,10694,10611
standing,9695,7318,10833,10721,10448
standing,9720,7241,10945,10861,10448
standing,9695,7279,10694,10861,10448
standing,9620,7165,10749,10833,10611
standing,9620,7260,10833,10917,10529
standing,9670,7184,10889,10666,10749
standing,9745,7184,10694,10917,10557
standing,9795,7260,10861,10974,10694
standing,9645,7222,10805,10861,10721
standing,9695,7241,10639,10974,10694
standing,9645,7357,10611,10917,10421
standing,9795,7299,10639,10749,10421
standing,9720,7165,10611,10833,10502
standing,9745,7318,10611,10889,10584
standing,9670,7222,10805,10749,10475
standing,9795,7184,10666,10945,10475
standing,9745,7279,10749,10749,10529
standing,9795,7299,10666,10721,10557
standing,9795,7165,10694,10917,10475
standing,9670,7260,10833,10861,11002
standing,9820,7357,10805,10749,10475
standing,9695,7241,10666,10833,10584
standing,9770,7376,10889,11002,10448
standing,9745,7396,10917,11002,10666
standing,9820,7318,10917,11031,10584
standing,9720,7415,10666,11059,10666
standing,9795,7260,10749,10889,10584
standing,9745,7279,10833,10694,10639
standing,9897,7203,10611,10805,10611
standing,9820,7241,10749,10861,10666
standing,9846,7184,10917,11059,10666
standing,9846,7203,10777,10974,10421
standing,9695,7376,10805,10694,10666
standing,9795,7299,10639,10749,10529
standing,9770,7222,10611,10749,10421
standing,9795,7279,10861,10749,10475
standing,9695,7260,10833,10694,10721
standing,9770,7337,10721,10889,10639
standing,9745,7260,10861,10889,10502
standing,9897,7279,10639,11002,10666
standing,9846,7184,10889,11059,10749
standing,9820,7279,10974,10833,10502
standing,9820,7318,10694,10584,10448
standing,9795,7184,10974,10833,10421
standing,9820,7279,10639,10861,10666
standing,9770,7318,10694,10749,10584
standing,9770,7260,10749,11059,10694
standing,9745,7318,10721,10749,10584
standing,9745,7203,10666,11031,10394
standing,9795,7203,10777,10945,10448
standing,9871,7279,10584,10777,10557
standing,9720,7279,10861,11002,10529
standing,9770,7299,10639,11059,10448
standing,9846,7474,10694,10974,10394
standing,9770,7279,10721,10777,10475
standing,9795,7241,10749,10749,10557
standing,9820,7184,10777,10749,10666
standing,9770,7241,10749,10945,10475
standing,9695,7299,10889,11002,10421
standing,9820,7184,10749,10945,10694
standing,9720,7396,10639,10889,10557
standing,9795,7260,10721,10974,10529
standing,9795,7376,10805,10777,10448
standing,9695,7396,10721,10721,10611
standing,9745,7241,10889,10777,10448
standing,9745,7222,10833,10721,10584
standing,9695,7337,10974,10945,10475
standing,9745,7299,10917,10889,10448
standing,9795,7222,10666,10974,10749
standing,9745,7260,10805,11031,10421
standing,9820,7241,10861,10917,10611
standing,9745,7146,10861,10917,10666
standing,9745,7222,10861,10861,10475
standing,9846,7127,11002,11002,10777
standing,9770,7318,10694,11031,10394
standing,9795,7376,10889,10833,10529
standing,9770,7203,10805,11088,10611
standing,9795,7279,10694,11059,10502
standing,9846,7279,10639,10917,10611
standing,9871,7299,10861,10889,10394
standing,9745,7337,10666,10833,10584
standing,9770,7279,10777,10974,10529
standing,9897,7299,10694,10721,10639
standing,9695,7260,10666,10861,10475
standing,9670,7203,10666,10945,10584
standing,9645,7165,10666,10974,10611
standing,9770,7222,10611,10833,10721
standing,9770,7279,10861,11059,10666
standing,9670,7299,10805,10666,10694
standing,9670,7203,10721,10945,10666
standing,9770,7279,10694,10721,10557
standing,9770,7146,10666,10917,10639
standing,9745,7299,10639,10889,10639
standing,9695,7146,10611,10694,10584
standing,9770,7260,10833,10974,10529
standing,9645,7165,10861,10805,10314
standing,9645,7184,10805,10805,10502
standing,9795,7222,10639,10777,10394
standing,9745,7260,10777,10721,10529
standing,9745,7108,10833,10889,10557
standing,9670,7089,10694,10861,10475
standing,9670,7184,10833,10861,10421
standing,9645,7203,10833,10974,10639
standing,9770,7146,10666,10777,10421
standing,9695,7127,10694,10889,10639
standing,9695,7108,10917,10945,10394
standing,9745,7127,10666,10833,10721
standing,9745,7127,10777,10917,10421
standing,9846,7260,10777,10945,10694
standing,9695,7184,10861,10777,10749
standing,9720,7184,10833,10833,10694
standing,9695,7184,10721,10777,10367
standing,9670,7337,10861,10833,10529
standing,9695,7222,10861,10917,10475
standing,9795,7203,10694,10917,10502
standing,9795,7299,10805,10805,10529
