@relation pose

@attribute name {question,vsign,arm,standing,beer,sushi}
@attribute bend1 real
@attribute bend2 real
@attribute bend3 real
@attribute bend4 real
@attribute bend5 real

@data
vsign,10833,9670,11985,13065,12827
vsign,10639,10077,12529,13099,13556
vsign,10974,9695,12627,12302,13308
vsign,10475,9795,12561,13099,12928
vsign,10974,9670,12334,12861,12827
vsign,10721,10000,12398,12561,13168
vsign,10861,9745,12529,12827,12928
vsign,10611,9720,12431,12861,13203
vsign,10584,9695,11954,12431,12895
vsign,10777,9670,12529,12827,12727
vsign,10529,9871,12693,13168,13203
vsign,10721,9897,12079,12861,13273
vsign,10889,10000,12463,13099,12760
vsign,11059,9745,12048,13378,12727
vsign,10666,10077,12142,13168,12997
vsign,10777,9974,12366,13031,12997
vsign,10694,10077,12366,12794,12928
vsign,10749,9795,12174,12827,13134
vsign,10639,9745,12334,12827,13413
vsign,10945,9795,12529,12594,13413
vsign,11031,10129,12366,12398,13413
vsign,10805,9720,12302,12398,12794
vsign,10639,10103,11923,13378,12760
vsign,10917,9974,12079,12529,12928
vsign,10666,9670,12431,12496,13203
vsign,10529,9974,12270,12463,12928
vsign,10805,9770,12366,12496,13343
vsign,10475,9645,11954,12302,12727
vsign,10917,10051,11954,12529,13413
vsign,10721,9645,12398,12861,12997
vsign,10861,9846,12366,12962,13168
vsign,10974,9645,12561,12398,13308
vsign,10917,9695,12334,12627,13308
vsign,10749,9795,12079,12660,13343
vsign,10974,9795,12111,13273,12794
vsign,10584,10077,12048,12693,13556
vsign,10584,10025,12463,13168,13134
vsign,10557,9620,12270,13343,13065
vsign,11059,9620,12398,12693,13308
vsign,10777,9948,12174,12861,13168
vsign,10666,9897,12496,13273,13378
vsign,10666,9948,12398,12895,13273
vsign,10805,9795,11923,13203,12928
vsign,10529,9897,12270,12431,13520
vsign,10749,9795,12398,13273,12997
vsign,11002,9745,12561,12594,13273
vsign,10833,9720,12660,12398,13449
vsign,10805,9620,12111,12727,12997
vsign,10749,9670,12496,12463,13031
vsign,10694,9645,11954,12594,12895
vsign,10694,9897,11892,13343,12760
vsign,10557,9695,12017,12529,12827
vsign,10584,10051,12048,12861,13238
vsign,10777,9770,11954,13031,12794
vsign,11059,9745,12334,12760,13273
vsign,10694,10025,12529,12693,12861
vsign,10694,9695,12594,12398,13203
vsign,10805,9720,12627,12366,13065
vsign,10475,9645,12048,12760,13413
vsign,10694,9770,12594,12760,12760
vsign,10529,9820,12561,12496,13520
vsign,10529,10103,11861,12928,13628
vsign,10639,9846,12366,12561,13168
vsign,10639,9871,12366,12463,13343
vsign,10777,9871,12366,13203,13168
vsign,10861,9871,12079,12463,13031
vsign,10749,9820,12174,12627,12997
vsign,10639,9871,11892,12529,13378
vsign,10529,10077,11985,12431,13343
vsign,10694,9897,12238,12561,13413
vsign,10861,9745,12334,12760,13203
vsign,10502,10077,11954,12627,13238
vsign,10749,10051,12017,12827,13413
vsign,10721,9820,12174,12928,13168
vsign,10805,9948,12302,12928,13273
vsign,10666,9846,12302,12997,13308
vsign,10805,9795,11954,13308,13168
vsign,10666,9795,12048,12627,13273
vsign,10584,10000,12366,12561,13308
vsign,10945,9974,12529,13238,13449
vsign,10749,9795,12366,13308,13273
vsign,10805,9820,12238,12627,13273
vsign,10777,9720,12627,12463,13099
vsign,10805,9795,12017,13065,13203
vsign,10974,10129,12431,12398,13203
vsign,10861,9871,12142,12594,13031
vsign,10777,9820,12270,12693,13168
vsign,10721,9795,12079,13065,12895
vsign,10721,9745,12398,12463,13378
vsign,10777,9670,12142,13308,13378
vsign,10721,10051,12529,12693,12861
vsign,10584,9948,12302,12895,12827
vsign,10557,9645,12496,13273,12727
vsign,10639,9720,12334,12962,13592
vsign,10917,9745,12079,12962,13168
arm,13168,8474,13592,12827,12794
arm,13203,8518,13378,12727,12997
arm,13168,8518,13343,12693,12861
arm,13099,8607,13484,12827,12997
arm,13273,8452,13700,12827,12794
arm,13520,8518,13520,12660,13343
arm,13031,8496,13700,13099,12827
arm,13484,8742,13065,12366,13273
arm,13308,8652,13449,12962,13031
arm,13378,8879,13628,12366,12561
arm,13099,8765,13520,12366,12997
arm,13343,8562,13556,12463,13203
arm,13099,8697,13378,12827,12794
arm,13413,8765,13664,12962,12594
arm,13099,8652,13846,12594,12561
arm,13099,8585,13099,12529,12997
arm,12827,8496,13238,12727,13168
arm,13484,8629,13484,12794,12727
arm,13134,8629,13413,12627,12561
arm,13273,8540,13273,12962,13308
arm,12827,8585,13919,12693,13031
arm,13484,8719,13664,12861,12627
arm,13031,8674,12997,13065,12928
arm,13099,8629,13308,12760,12962
arm,13308,8474,13773,12270,13273
arm,13378,8562,13134,12760,13168
arm,12962,8496,13736,12334,12962
arm,12962,8742,12928,13238,12561
arm,13556,8364,13773,12895,12561
arm,13134,8430,13378,12997,12997
arm,12928,8540,13592,12302,13065
arm,13343,8562,13520,12463,13343
arm,13484,8452,13413,12302,12997
arm,13203,8607,13099,12760,13378
arm,13308,8518,13203,12760,12827
arm,13203,8607,13134,12861,13065
arm,13203,8585,13134,12827,13168
arm,13484,8719,13846,13238,13168
arm,12861,8386,12997,12496,12827
arm,12928,8474,13520,12660,12895
arm,13449,8697,13700,13065,12529
arm,12861,8518,13273,12431,13343
arm,13031,8719,12997,12928,12827
arm,13520,8496,13065,13203,12693
arm,12794,8629,13413,12302,13134
arm,13378,8765,13592,13031,12928
arm,13484,8452,13065,12238,12660
arm,12928,8607,13238,12727,12895
arm,12962,8719,12928,12496,13031
arm,13065,8540,13449,12660,12928
arm,13168,8496,13378,12760,12895
arm,13273,8430,13700,12398,13168
arm,13031,8540,13520,12727,12962
arm,13273,8607,13484,12962,12997
arm,13308,8518,13556,12334,13168
arm,13203,8518,13099,12794,13238
arm,13031,8629,13308,12496,13031
arm,13134,8474,13413,12962,12594
arm,13343,8562,13203,12928,12962
arm,12928,8629,13378,12529,13099
arm,13099,8629,13065,12794,12627
arm,12928,8452,12928,12529,13413
arm,12928,8607,13592,13099,13273
arm,13065,8585,12861,12270,12660
arm,13134,8719,13664,13031,12660
arm,13203,8697,13065,12861,13134
arm,12827,8765,13592,12366,12861
arm,12997,8452,13520,12398,12861
arm,12827,8674,13203,12496,13413
arm,13168,8585,13378,12861,13099
arm,12928,8719,13664,12496,12463
arm,13099,8629,13556,12794,13065
arm,12861,8562,13664,12302,13343
arm,13413,8607,13099,12760,13031
arm,13308,8652,13308,12561,13134
arm,13343,8607,12962,12997,12962
arm,12827,8364,12895,12302,12693
arm,13556,8518,12895,12561,12760
arm,13065,8697,13700,13031,12561
arm,12827,8496,13378,13134,13343
arm,13378,8496,12861,12463,12627
arm,12727,8474,13556,13031,13343
arm,13273,8386,13700,12928,12962
arm,13520,8430,12997,13343,12529
arm,12997,8607,13308,12366,13343
arm,13099,8474,12962,12206,12760
arm,13449,8585,12962,12895,13238
arm,12861,8674,13556,12238,12895
arm,13449,8674,13308,12529,12660
arm,13134,8607,13413,13031,13273
arm,13273,8607,13343,12463,12760
arm,13308,8540,13413,12496,13065
arm,12895,8719,13099,12997,12561
arm,13273,8607,13168,12463,13065
arm,12928,8719,13664,12463,12529
arm,13484,8430,12962,13238,12660
arm,12962,8540,12997,12660,13065
arm,13031,8585,13203,12997,12529
arm,13134,8540,13168,12794,12627
arm,13308,8518,13308,12727,12760
arm,12962,8408,12827,12827,12794
arm,12962,8430,13065,12861,13065
arm,13378,8562,12997,12962,13413
arm,13343,8430,12794,12660,13273
arm,12997,8540,12827,12962,12627
arm,13273,8496,13031,12997,12928
arm,13031,8496,13168,12827,12594
arm,13168,8496,13168,12827,13031
arm,12997,8629,13203,12594,12760
arm,12827,8765,12794,12962,13031
arm,12760,8386,12928,12463,12727
arm,12861,8742,12928,12496,13378
arm,12962,8474,12997,12827,12693
arm,13134,8585,13273,12693,12660
arm,12962,8518,13238,12895,12928
arm,13099,8607,13378,12895,13065
arm,13238,8607,13273,12594,12727
arm,13238,8697,12861,12627,13168
arm,12861,8629,13378,12302,13031
arm,12693,8562,13736,12206,12693
arm,13168,8496,13484,12496,12928
arm,13099,8652,12928,12238,12529
arm,13099,8607,13308,12760,12861
arm,13273,8518,13273,13065,12997
arm,13203,8430,13664,12302,13343
arm,13099,8652,13168,13065,13065
arm,13065,8697,12962,12302,12895
arm,13168,8719,13065,13031,13031
arm,13134,8765,12827,12398,13484
arm,12895,8742,13664,12561,12627
arm,13031,8540,13065,13031,13031
arm,13520,8562,13343,13308,13308
arm,12861,8540,13343,12693,12962
arm,12962,8697,13099,12561,12794
arm,13484,8719,13628,13203,13065
arm,12962,8719,13308,12463,12861
arm,13134,8765,13413,12398,12529
arm,13168,8585,13449,12660,12895
arm,13065,8540,13099,12561,12529
arm,13134,8474,13343,12627,12895
arm,13203,8562,13343,13065,13031
arm,13203,8562,12861,13308,12660
arm,13413,8408,13031,13413,12861
arm,12693,8607,13628,12238,12727
arm,12928,8386,12827,12727,13308
arm,12760,8364,12827,12238,12496
arm,13449,8697,13592,12660,12529
arm,12794,8674,13203,12529,13099
arm,12962,8629,13273,12861,12827
arm,13273,8674,12827,13168,13099
arm,12962,8343,13413,12861,12529
arm,13065,8518,12962,12997,12895
arm,12861,8719,13520,13203,12895
arm,13099,8585,13273,12529,12693
arm,13168,8607,13273,12496,12727
arm,12997,8430,13484,12463,12827
arm,12895,8540,13343,12997,13099
arm,13031,8562,13203,12496,12660
arm,12962,8408,12895,12238,12431
arm,12760,8386,13203,13031,13378
arm,12760,8697,13203,12398,13343
arm,13273,8364,12861,12398,13065
arm,13413,8364,12827,12561,13308
arm,13413,8364,13308,12827,13031
arm,12794,8452,13238,13031,13273
arm,12997,8430,12928,12997,13031
arm,12727,8408,13134,12727,13134
arm,13168,8430,13520,12270,13273
arm,13308,8652,13556,13065,12827
arm,12928,8386,13134,12693,12997
arm,12997,8518,13099,13238,12861
arm,12693,8518,13168,12366,12561
