@relation pose

@attribute name {question,exclamation,arm,anxious,vsign,tengu,standing}
@attribute bend1 real
@attribute bend2 real
@attribute bend3 real
@attribute bend4 real
@attribute bend5 real

@data
vsign,10051,6162,9871,11678,10000
vsign,9974,6247,9820,11678,9846
vsign,10000,6247,9720,11708,9871
vsign,10129,6264,9570,11617,9897
vsign,10000,6179,9820,11557,9871
vsign,10103,6213,9645,11527,10000
vsign,10103,6213,9546,11648,10025
vsign,10182,6179,9695,11617,10103
vsign,10025,6179,9595,11830,10000
vsign,10129,6179,9795,11617,9974
vsign,10103,6213,9645,11497,9974
vsign,9948,6196,9595,11769,9974
vsign,10077,6179,9745,11557,10129
vsign,10025,6179,9670,11678,9897
vsign,10129,6162,9670,11527,10025
vsign,10025,6213,9670,11648,9948
vsign,10051,6247,9720,11769,9948
vsign,10156,6179,9670,11497,10077
vsign,10051,6179,9620,11739,9922
vsign,10077,6230,9595,11648,9948
vsign,10000,6196,9795,11497,9974
vsign,10103,6179,9695,11617,9948
vsign,10103,6162,9745,11557,10000
vsign,9897,6196,9695,11739,9897
vsign,10103,6247,9846,11617,9974
vsign,10025,6145,9770,11678,10000
vsign,10000,6179,9720,11497,10051
vsign,10077,6213,9570,11438,10025
vsign,10051,6129,9695,11678,10000
vsign,10025,6230,9745,11678,10051
vsign,10182,6213,9745,11587,10156
vsign,10025,6179,9695,11769,9922
vsign,10129,6129,9595,11708,10025
vsign,9974,6129,9720,11708,9897
vsign,10077,6384,9770,11617,10051
vsign,10156,6196,9620,11617,10025
vsign,9948,6162,9720,11800,9897
vsign,10051,6196,9820,11648,10051
vsign,10025,6179,9326,11708,9922
vsign,10000,6179,9846,11587,10051
vsign,10051,6196,9620,11617,10000
vsign,10025,6145,9846,11587,9974
vsign,10103,6129,9795,11648,10025
vsign,10000,6145,9670,11587,10000
vsign,10103,6129,9770,11739,10025
vsign,10000,6179,9645,11557,10077
vsign,10182,6129,9670,11678,10129
vsign,9948,6230,9745,11587,9350
vsign,10077,6179,9620,11617,9948
vsign,10156,6179,9670,11800,9974
vsign,10077,6196,9695,11861,10000
vsign,10156,6162,9770,11527,10129
vsign,10208,6196,9720,11739,9922
vsign,10025,6145,9670,11739,9974
vsign,10129,6129,9695,11648,10051
vsign,9974,6196,9745,11587,9922
vsign,10156,6129,9795,11739,10103
vsign,10025,6162,9645,11708,9974
vsign,10129,6129,9620,11739,10051
vsign,10025,6162,9795,11587,9948
vsign,10000,6196,9770,11678,9948
vsign,9948,6162,9795,11800,9820
vsign,10025,6162,9720,11587,10025
vsign,10000,6145,9795,11587,9974
vsign,10077,6129,9770,11617,9948
vsign,10103,6129,9745,11527,10103
vsign,10103,6145,9695,11769,9922
vsign,10077,6162,9770,11769,9948
vsign,10000,6145,9820,11527,9948
vsign,9974,6145,9846,11648,9871
vsign,9974,6179,9745,11769,9871
vsign,10077,6162,9645,11557,10077
vsign,9974,6129,9795,11708,9871
vsign,10025,6179,9595,11648,9897
vsign,10051,6162,9645,11739,9922
vsign,10025,6145,9745,11678,9846
vsign,10025,6112,9897,11617,9974
vsign,10156,6145,9871,11648,10051
vsign,9948,6196,9846,11769,9871
